EX,ID,LIST
"SAM example A handle to an object was requested.  Subject : Security ID:  ACME-FR\administrator Account Name:  administrator Account Domain:  ACME-FR Logon ID:  0x20f9d Object: Object Server: Security Account Manager Object Type: SAM_USER Object Name: S-1-5-21-1162742508-374458840-2482843958-500 Handle ID: 0x299db40 Process Information: Process ID: 0x234 Process Name: C:\Windows\System32\lsass.exe Access Request Information: Transaction ID: {00000000-0000-0000-0000-000000000000} Accesses: DELETE READ_CONTROL WRITE_DAC WRITE_OWNER ReadGeneralInformation ReadPreferences WritePreferences ReadLogon ReadAccount WriteAccount SetPassword (without knowledge of old password) ListGroups Access Mask: 0xf01bf Privileges Used for Access Check: - Properties: ===={bf967aba-0de6-11d0-a285-00aa003049e2} DELETE READ_CONTROL WRITE_DAC WRITE_OWNER ReadGeneralInformation ReadPreferences WritePreferences ReadLogon ReadAccount WriteAccount SetPassword (without knowledge of old password) ListGroups {59ba2f42-79a2-11d0-9020-00c04fc2d3cf} {bf967938-0de6-11d0-a285-00aa003049e2} {5fd42471-1262-11d0-a060-00aa006c33ed} {bf9679e8-0de6-11d0-a285-00aa003049e2} {bf967a00-0de6-11d0-a285-00aa003049e2} {3e0abfd0-126a-11d0-a060-00aa006c33ed} {bf967a6a-0de6-11d0-a285-00aa003049e2} {bf967953-0de6-11d0-a285-00aa003049e2} {4c164200-20c0-11d0-a768-00aa006e0529} {bf967915-0de6-11d0-a285-00aa003049e2} {bf967a0a-0de6-11d0-a285-00aa003049e2} {bf967a68-0de6-11d0-a285-00aa003049e2} {bf967a6d-0de6-11d0-a285-00aa003049e2} {5f202010-79a5-11d0-9020-00c04fc2d4cf} {bf96792e-0de6-11d0-a285-00aa003049e2} {bf967985-0de6-11d0-a285-00aa003049e2} {bf967986-0de6-11d0-a285-00aa003049e2} {bf967996-0de6-11d0-a285-00aa003049e2} {bf967997-0de6-11d0-a285-00aa003049e2} {bf9679aa-0de6-11d0-a285-00aa003049e2} {bf9679ab-0de6-11d0-a285-00aa003049e2} {bf9679ac-0de6-11d0-a285-00aa003049e2} {bf967a05-0de6-11d0-a285-00aa003049e2} {bf9679a8-0de6-11d0-a285-00aa003049e2} {e48d0154-bcf8-11d1-8702-00c04fb96050} {bf967950-0de6-11d0-a285-00aa003049e2} {bc0ac240-79a9-11d0-9020-00c04fc2d4cf} {bf967991-0de6-11d0-a285-00aa003049e2} {ab721a53-1e2f-11d0-9819-00aa0040529b} {00299570-246d-11d0-a768-00aa006e0529} {7ed84960-ad10-11d0-8a92-00aa006e0529} Restricted SID Count: 0 Active Directory example: A handle to an object was requested.  Subject : Security ID: ACME-FR\administrator Account Name: administrator Account Domain: ACME-FR Logon ID: 0x20f9d Object: Object Server: Security Account Manager Object Type: SAM_DOMAIN Object Name: DC=acme-fr,DC=local Handle ID: 0x12edf0 Process Information: Process ID: 0x234 Process Name: C:\Windows\System32\lsass.exe Access Request Information: Transaction ID: {00000000-0000-0000-0000-000000000000} Accesses: ListAccounts Access Mask: 0x100 Privileges Used for Access Check: - Properties: ---{bf967a90-0de6-11d0-a285-00aa003049e2} ListAccounts{280f369c-67c7-438e-ae98-1d46f3c6f541 Restricted SID Count: 0  ",4661,"['A handle to an object was requested.', 'Subject :', 'Security ID:  ACME-FR\\\\\\\\\\\\\\\\administrator', 'Account Name:  administrator', 'Account Domain:  ACME-FR', 'Logon ID:  0x20f9d', 'Object:', 'Object Server: Security Account Manager', 'Object Type: SAM_USER', 'Object Name: S-1-5-21-1162742508-374458840-2482843958-500', 'Handle ID: 0x299db40', 'Process Information:', 'Process ID: 0x234', 'Process Name: C:\\\\\\\\\\\\\\\\Windows\\\\\\\\\\\\\\\\System32\\\\\\\\\\\\\\\\lsass.exe', 'Access Request Information:', 'Transaction ID: {00000000-0000-0000-0000-000000000000}', 'Accesses: DELETE', 'Access Mask: 0xf01bf', 'Privileges Used for Access Check: -', 'Properties: ===={bf967aba-0de6-11d0-a285-00aa003049e2}', 'Restricted SID Count: 0']"
"An operation was performed on an object. Subject : Security ID:  ACME\Administrator Account Name:  Administrator Account Domain:  ACME Logon ID:  0x27a79 Object: Object Server:  DS Object Type:  domainDNS Object Name:  DC=acme,DC=local Handle ID:  0x0 Operation: Operation Type:  Object Access Accesses:  WRITE_DAC Access Mask:  0x40000 Properties:  WRITE_DAC {19195a5b-6da0-11d0-afd3-00c04fd930c9} Additional Information: Parameter 1:  - Parameter 2:  - ",4662,"['An operation was performed on an object.', 'Subject :', 'Security ID:  ACME\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  ACME', 'Logon ID:  0x27a79', 'Object:', 'Object Server:  DS', 'Object Type:  domainDNS', 'Object Name:  DC=acme,DC=local', 'Handle ID:  0x0', 'Operation:', 'Operation Type:  Object Access', 'Accesses:  WRITE_DAC', 'Access Mask:  0x40000', 'Properties:  WRITE_DAC', 'Additional Information:', 'Parameter 1:  -', 'Parameter 2:  ']"
  File example: An attempt was made to access an object. Subject: Security ID:  ACME\Administrator Account Name:  Administrator Account Domain:  ACME Logon ID:  0x1f41e Object: Object Server: Security Object Type: File Object Name: C:\sharedFiles\MasterEncryptionCode.txt Handle ID: 0x40 Process Information: Process ID: 0x1ac Process Name: C:\Windows\System32\cmd.exe Access Request Information: Accesses: DELETE Access Mask: 0x10000 Registry key example: An attempt was made to access an object. Subject: Security ID:  ACME\administrator Account Name:  administrator Account Domain:  ACME Logon ID:  0x176293 Object: Object Server: Security Object Type: Key Object Name: \REGISTRY\MACHINE\SOFTWARE\MTG Handle ID: 0x124 Process Information: Process ID: 0x8d4 Process Name: C:\Windows\regedit.exe Access Request Information: Accesses: Set key value Access Mask: 0x2 An attempt was made to access an object. ,4663,"['  An attempt was made to access an object.', 'Subject:', 'Security ID:  ACME\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  ACME', 'Logon ID:  0x1f41e', 'Object:', 'Object Server: Security', 'Object Type: File', 'Object Name: C:\\\\\\\\\\\\\\\\sharedFiles\\\\\\\\\\\\\\\\MasterEncryptionCode.txt', 'Handle ID: 0x40', 'Process Information:', 'Process ID: 0x1ac', 'Process Name: C:\\\\\\\\\\\\\\\\Windows\\\\\\\\\\\\\\\\System32\\\\\\\\\\\\\\\\cmd.exe', 'Access Request Information:', 'Accesses: DELETE', 'Access Mask: 0x10000']"
An attempt was made to create a hard link. Subject: Account Name: SYSTEM Account Name: LABMS$ Account Domain: LAB Logon ID: 0x3e7 Link Information: File Name: C:\Windows\winsxs\x86_microsoft-windows-ie-htmlrendering_31bf3856ad364e35_6.0.6001.18183_none_12ef96002267a3d0\mshtml.tlb Link Name: C:\Windows\System32\mshtml.tlb Transaction ID: {4185d0f7-d5b9-11dd-a7c2-000c29b41689} ,4664,"['An attempt was made to create a hard link.', 'Subject:', 'Account Name: SYSTEM', 'Account Name: LABMS$', 'Account Domain: LAB', 'Logon ID: 0x3e7', 'Link Information:', 'File Name: C:\\\\\\\\\\\\\\\\Windows\\\\\\\\\\\\\\\\winsxs\\\\\\\\\\\\\\\\x86_microsoft-windows-ie-htmlrendering_31bf3856ad364e35_6.0.6001.18183_none_12ef96002267a3d0\\\\\\\\\\\\\\\\mshtml.tlb', 'Link Name: C:\\\\\\\\\\\\\\\\Windows\\\\\\\\\\\\\\\\System32\\\\\\\\\\\\\\\\mshtml.tlb', 'Transaction ID: {4185d0f7-d5b9-11dd-a7c2-000c29b41689}']"
An attempt was made to create an application client context. Subject:  Client Name:  %3 Client Domain:  %4 Client Context ID: %5 Application Information:  Application Name: %1 Application Instance ID: %2 Status: % ,4665,"['An attempt was made to create an application client context.', 'Subject:', ' Client Name:  %3', 'Client Domain:  %4', 'Client Context ID: %5', 'Application Information:', ' Application Name: %1', 'Application Instance ID: %2', 'Status: %']"
An application attempted an operation:   Subject:  Client Name: Administrator  Client Domain: MOM  Client Context ID: 615654731  Object:  Object Name: GetConnectorsByCriteria  Scope Names: d5f04262-5efe-43cf-914c-3c1ea37a6529  Application Information:  Application Name: Microsoft Operations Manager  Application Instance ID: 302660 Access Request Information: Role: Role Groups: Group  Operation Name: Connector__Get (14) ,4666,"['An application attempted an operation: ', 'Subject: ', 'Client Name: Administrator ', 'Client Domain: MOM ', 'Client Context ID: 615654731 ', 'Object: ', 'Object Name: GetConnectorsByCriteria ', 'Scope Names: d5f04262-5efe-43cf-914c-3c1ea37a6529 ', 'Application Information: ', 'Application Name: Microsoft Operations Manager ', 'Application Instance ID: 302660', 'Access Request Information:', 'Role: Role', 'Groups: Group ', 'Operation Name: Connector__Get (14)']"
An application client context was deleted.  Subject:  Client Name: Administrator  Client Domain: MOM  Client Context ID: 615654731  Application Information:  Application Name: Microsoft Operations Manager  Application Instance ID: 302660 ,4667,"['An application client context was deleted. ', 'Subject: ', 'Client Name: Administrator ', 'Client Domain: MOM ', 'Client Context ID: 615654731 ', 'Application Information: ', 'Application Name: Microsoft Operations Manager ', 'Application Instance ID: 302660']"
 An application was initialized. Subject:  Client Name: %3 Client Domain: %4 Client ID: %5 Application Information:  Application Name: %1 Application Instance ID: %2 Additional Information:  Policy Store URL: %6 ,4668,"[ 'An application was initialized.', 'Subject:', ' Client Name: %3', 'Client Domain: %4', 'Client ID: %5', 'Application Information:', ' Application Name: %1', 'Application Instance ID: %2', 'Additional Information:', ' Policy Store URL: %6']"
File System example: Permissions on an object were changed. Subject: Security ID:  WIN-R9H529RIO4Y\Administrator Account Name:  Administrator Account Domain:  WIN-R9H529RIO4Y Logon ID:  0x1fd23 Object: Object Server: Security Object Type: File Object Name: C:\Users\Administrator\testfolder\New Text Document.txt Handle ID: 0x564 Process: Process ID: 0x8c0 Process Name: C:\Windows\explorer.exe   Permissions Change: Original Security Descriptor: D:PAI(A;;FA;;;LA)(A;;FA;;;SY) (A;;FA;;;BA) New Security Descriptor: D:PARAI(A;;FA;;;SY)(A;;FA;;;BA) Registry key example: Permissions on an object were changed. Subject: Security ID:  ACME\administrator Account Name:  administrator Account Domain:  ACME Logon ID:  0x176293 Object: Object Server: Security Object Type: Key Object Name: \REGISTRY\MACHINE\SOFTWARE\MTG Handle ID: 0x2c8 Process: Process ID: 0x7e0 Process Name: C:\Windows\regedit.exe Permissions Change: Original Security Descriptor: D:AI(A;ID;KR;;;BU)(A;CIIOID;GR;;;BU)(A;ID;KA;;;BA)(A;CIIOID;GA;;;BA)(A;ID;KA;;;SY)(A;CIIOID;GA;;;SY)(A;CIIOID;GA;;;CO) New Security Descriptor: D:ARAI(A;CI;KA;;;WD)(A;ID;KR;;;BU)(A;CIIOID;GR;;;BU)(A;ID;KA;;;BA)(A;CIIOID;GA;;;BA)(A;ID;KA;;;SY)(A;CIIOID;GA;;;SY)(A;CIIOID;GA;;;CO)  ,4670,"['Permissions on an object were changed.', 'Subject:', 'Security ID:  WIN-R9H529RIO4Y\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  WIN-R9H529RIO4Y', 'Logon ID:  0x1fd23', 'Object:', 'Object Server: Security', 'Object Type: File', 'Object Name: C:\\\\\\\\\\\\\\\\Users\\\\\\\\\\\\\\\\Administrator\\\\\\\\\\\\\\\\testfolder\\\\\\\\\\\\\\\\New Text Document.txt', 'Handle ID: 0x564', 'Process:', 'Process ID: 0x8c0', 'Process Name: C:\\\\\\\\\\\\\\\\Windows\\\\\\\\\\\\\\\\explorer.exe', 'Permissions Change:', 'Original Security Descriptor: D:PAI(A;;FA;;;LA)(A;;FA;;;SY) (A;;FA;;;BA)', 'New Security Descriptor: D:PARAI(A;;FA;;;SY)(A;;FA;;;BA)']"
An application attempted to access a blocked ordinal through the TBS. Subject:  Security ID:  %1 Account Name:  %2 Account Domain:  %3 Logon ID:  %4 Ordinal: %5 ,4671,"['An application attempted to access a blocked ordinal through the TBS.', 'Subject:', ' Security ID:  %1', 'Account Name:  %2', 'Account Domain:  %3', 'Logon ID:  %4', 'Ordinal: %5']"
Special privileges assigned to new logon. Subject: Security ID:  WIN-R9H529RIO4Y\Administrator Account Name:  Administrator Account Domain:  WIN-R9H529RIO4Y Logon ID:  0x4b842 Privileges: SeSecurityPrivilege SeTakeOwnershipPrivilege SeLoadDriverPrivilege SeBackupPrivilege SeRestorePrivilege SeDebugPrivilege SeSystemEnvironmentPrivilege SeImpersonatePrivilege ,4672,"['Special privileges assigned to new logon.', 'Subject:', 'Security ID:  WIN-R9H529RIO4Y\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  WIN-R9H529RIO4Y', 'Logon ID:  0x4b842', 'Privileges: SeSecurityPrivilege SeTakeOwnershipPrivilege SeLoadDriverPrivilege SeBackupPrivilege SeRestorePrivilege SeDebugPrivilege SeSystemEnvironmentPrivilege SeImpersonatePrivilege']"
A privileged service was called. Subject: Security ID:  SYSTEM Account Name:  WIN-R9H529RIO4Y$ Account Domain:  WORKGROUP Logon ID:  0x3e7 Service: Server: NT Local Security Authority / Authentication Service Service Name: LsaRegisterLogonProcess() Process: Process ID: 0x238 Process Name: C:\Windows\System32\lsass.exe Service Request Information: Privileges:  SeTcbPrivilege  ,4673,"['A privileged service was called.', 'Subject:', 'Security ID:  SYSTEM', 'Account Name:  WIN-R9H529RIO4Y$', 'Account Domain:  WORKGROUP', 'Logon ID:  0x3e7', 'Service:', 'Server: NT Local Security Authority / Authentication Service', 'Service Name: LsaRegisterLogonProcess()', 'Process:', 'Process ID: 0x238', 'Process Name: C:\\\\\\\\\\\\\\\\Windows\\\\\\\\\\\\\\\\System32\\\\\\\\\\\\\\\\lsass.exe', 'Service Request Information:', 'Privileges:  SeTcbPrivilege']"
An operation was attempted on a privileged object. Subject: Security ID:  WIN-R9H529RIO4Y\Administrator Account Name:  Administrator Account Domain:  WIN-R9H529RIO4Y Logon ID:  0x19f4c Object: Object Server: Win32 SystemShutdown module Object Type: - Object Name: - Object Handle: 0x0 Process Information: Process ID: 0x1e0 Process Name: C:\Windows\System32\wininit.exe Requested Operation: Desired Access: 0 Privileges:  SeShutdownPrivilege  ,4674,"['An operation was attempted on a privileged object.', 'Subject:', 'Security ID:  WIN-R9H529RIO4Y\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  WIN-R9H529RIO4Y', 'Logon ID:  0x19f4c', 'Object:', 'Object Server: Win32 SystemShutdown module', 'Object Type: -', 'Object Name: -', 'Object Handle: 0x0', 'Process Information:', 'Process ID: 0x1e0', 'Process Name: C:\\\\\\\\\\\\\\\\Windows\\\\\\\\\\\\\\\\System32\\\\\\\\\\\\\\\\wininit.exe', 'Requested Operation:', 'Desired Access: 0', 'Privileges:  SeShutdownPrivilege']"
Target Account: Security ID:  %1 Account Name:  %2 Account Domain:  %3 Trust Information: Trust Direction: %4 Trust Attributes: %5 Trust Type: %6 TDO Domain SID: %7 Other Information: Filtered SIDs: %8,4675,"['Target Account:,Security ID:  %1,Account Name:  %2,Account Domain:  %3,Trust Information:,Trust Direction: %4,Trust Attributes: %5,Trust Type: %6,TDO Domain SID: %7,Other Information:,Filtered SIDs: %8']"
A new process has been created. Creator Subject: Security ID: SYSTEM Account Name: RFSH$ Account Domain: LAB Logon ID: 0x3E7 Target Subject: Security ID: LAB\rsmith Account Name: rsmith Account Domain: LAB Logon ID: 0x2C9D82 Process Information: New Process ID: 0x2e0e4 New Process Name: C:\Windows\System32\RuntimeBroker.exe Token Elevation Type: %%1938 Mandatory Label: Mandatory Label\Medium Mandatory Level Creator Process ID: 0x268 Creator Process Name: C:\Windows\System32\svchost.exe Process Command Line:  ,4688,"['A new process has been created.', 'Creator Subject:', 'Security ID: SYSTEM', 'Account Name: RFSH$', 'Account Domain: LAB', 'Logon ID: 0x3E7', 'Target Subject:', 'Security ID: LAB\\\\\\\\\\\\\\\\rsmith', 'Account Name: rsmith', 'Account Domain: LAB', 'Logon ID: 0x2C9D82', 'Process Information:', 'New Process ID: 0x2e0e4', 'New Process Name: C:\\\\\\\\\\\\\\\\Windows\\\\\\\\\\\\\\\\System32\\\\\\\\\\\\\\\\RuntimeBroker.exe', 'Token Elevation Type: %%1938', 'Mandatory Label: Mandatory Label\\\\\\\\\\\\\\\\Medium Mandatory Level', 'Creator Process ID: 0x268', 'Creator Process Name: C:\\\\\\\\\\\\\\\\Windows\\\\\\\\\\\\\\\\System32\\\\\\\\\\\\\\\\svchost.exe', 'Process Command Line: ']"
A process has exited. Subject:  Security ID:  WIN-R9H529RIO4Y\Administrator Account Name:  Administrator Account Domain:  WIN-R9H529RIO4Y Logon ID:  0x1fd23 Process Information:  Process ID: 0xed0 Process Name: C:\Windows\System32\notepad.exe Exit Status: 0x0 ,4689,"['A process has exited.', 'Subject:', ' Security ID:  WIN-R9H529RIO4Y\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  WIN-R9H529RIO4Y', 'Logon ID:  0x1fd23', 'Process Information:', ' Process ID: 0xed0', 'Process Name: C:\\\\\\\\\\\\\\\\Windows\\\\\\\\\\\\\\\\System32\\\\\\\\\\\\\\\\notepad.exe', 'Exit Status: 0x0']"
An attempt was made to duplicate a handle to an object. Subject:  Security ID:  ACME\Administrator Account Name:  Administrator Account Domain:  ACME Logon ID:  0x1f41e Source Handle Information:  Source Handle ID: 0x858 Source Process ID: 0x1ac New Handle Information:  Target Handle ID: 0x4c Target Process ID: 0x1ac ,4690,"['An attempt was made to duplicate a handle to an object.', 'Subject:', ' Security ID:  ACME\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  ACME', 'Logon ID:  0x1f41e', 'Source Handle Information:', 'Source Handle ID: 0x858', 'Source Process ID: 0x1ac', 'New Handle Information:', ' Target Handle ID: 0x4c', 'Target Process ID: 0x1ac']"
Subject: Security ID:  %1 Account Name:  %2 Account Domain:  %3 Logon ID:  %4 Object: Object Type: %5 Object Name: %6 Process Information: Process ID: %9 Access Request Information: Accesses: %7 Access Mask: %8,4691,"['Subject:,Security ID:  %1,Account Name:  %2,Account Domain:  %3,Logon ID:  %4,Object:,Object Type: %5,Object Name: %6,Process Information:,Process ID: %9,Access Request Information:,Accesses: %7,Access Mask: %8']"
Backup of data protection master key was attempted. Subject:  Security ID:  %1 Account Name:  %2 Account Domain:  %3 Logon ID:  %4 Key Information:  Key Identifier: %5 Recovery Server: %6 Recovery Key ID: %7 Status Information:  Status Code: %8 ,4692,"['Backup of data protection master key was attempted.', 'Subject:', ' Security ID:  %1', 'Account Name:  %2', 'Account Domain:  %3', 'Logon ID:  %4', 'Key Information:', ' Key Identifier: %5', 'Recovery Server: %6', 'Recovery Key ID: %7', 'Status Information:', ' Status Code: %8']"
Recovery of data protection master key was attempted. ,4693,['Recovery of data protection master key was attempted.']
Protection of auditable protected data was attempted. ,4694,['Protection of auditable protected data was attempted.']
"Unprotection of auditable protected data was attempted. Subject: Security ID:  WIN-R9H529RIO4Y\Administrator Account Name:  Administrator Account Domain:  WIN-R9H529RIO4Y Logon ID:  0x192a4 Protected Data: Data Description: AntiPhishing filter DAT file verification Key Identifier: ec9796fd-fa87-460d-8bf2-25e0a01ddf82 Protected Data Flags: 0x0 Protection Algorithms: 3DES-168 , SHA1-160 Status Information: Status Code: 0x8009000b ",4695,"['Unprotection of auditable protected data was attempted.', 'Subject:', 'Security ID:  WIN-R9H529RIO4Y\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  WIN-R9H529RIO4Y', 'Logon ID:  0x192a4', 'Protected Data:', 'Data Description: AntiPhishing filter DAT file verification', 'Key Identifier: ec9796fd-fa87-460d-8bf2-25e0a01ddf82', 'Protected Data Flags: 0x0', 'Protection Algorithms: 3DES-168 ', 'SHA1-160', 'Status Information:', 'Status Code: 0x8009000b']"
